3,Male,183,105
3,Female,162,68
4,Female,165,83
5,Female,168,143
5,Male,160,156
2,Female,169,88
4,Female,140,76
3,Female,187,92
4,Male,151,82
5,Female,186,140
4,Male,182,108
2,Male,188,81
4,Male,179,110
5,Female,156,126
4,Male,188,114
5,Male,183,153
5,Male,144,88
1,Male,196,69
5,Male,171,141
5,Male,171,147
5,Female,180,156
5,Male,191,146
2,Female,179,67
2,Female,180,60
5,Female,154,132
3,Male,188,99
5,Male,142,135
4,Male,170,95
5,Male,152,141
4,Female,190,118
4,Female,181,111
5,Male,153,104
5,Male,187,140
4,Female,144,66
2,Female,148,54
2,Female,199,92
4,Female,167,85
3,Female,164,71
3,Female,185,102
5,Female,164,160
4,Male,142,71
2,Male,165,68
2,Female,172,62
2,Female,157,56
2,Male,155,57
5,Female,167,153
5,Female,164,126
4,Female,189,125
5,Female,161,145
3,Female,155,71
4,Female,171,118
4,Female,154,92
3,Male,179,83
4,Male,170,115
4,Female,184,106
2,Female,191,68
2,Male,162,58
5,Male,178,138
2,Female,157,60
2,Male,184,83
2,Male,197,88
2,Female,160,51
5,Male,184,153
0,Male,190,50
3,Male,174,90
4,Female,189,124
5,Female,186,143
1,Female,180,58
4,Female,186,148
1,Female,193,61
4,Male,161,103
5,Female,151,158
4,Female,195,147
5,Female,184,152
5,Male,141,80
3,Female,185,94
4,Female,186,127
5,Male,142,131
4,Female,147,67
3,Male,151,62
5,Female,160,124
1,Male,185,60
2,Female,163,63
4,Male,174,95
5,Female,150,144
5,Male,142,91
5,Male,178,142
5,Female,154,96
3,Male,176,87
5,Male,159,120
1,Male,191,62
4,Male,177,117
5,Male,151,154
5,Female,182,149
2,Female,197,72
5,Male,146,138
4,Female,160,83
3,Female,157,66
2,Female,150,50
2,Female,167,58
2,Female,180,70
2,Female,183,76
3,Female,183,87
5,Female,152,154
3,Female,164,71
3,Male,187,96
5,Male,169,136
3,Female,149,61
5,Male,163,137
3,Female,195,104
4,Male,174,107
2,Male,182,70
4,Male,169,110
4,Male,193,130
5,Male,148,141
2,Male,186,68
5,Male,165,143
5,Female,146,123
5,Female,166,133
1,Male,179,56
4,Female,177,101
5,Male,181,154
5,Female,161,154
5,Female,157,103
4,Female,169,98
5,Female,152,114
2,Female,162,64
5,Male,162,130
2,Female,177,61
1,Female,195,61
5,Male,140,146
5,Female,186,146
4,Female,178,107
1,Male,174,54
1,Female,180,59
4,Male,188,141
4,Female,187,130
4,Female,153,77
4,Female,165,95
2,Female,178,79
5,Female,163,154
5,Female,150,97
4,Male,179,127
2,Male,165,62
5,Male,168,158
5,Female,153,133
5,Male,184,157
1,Male,188,65
5,Female,166,153
4,Female,172,116
2,Male,182,73
5,Male,143,149
5,Male,152,146
4,Female,186,128
5,Male,159,140
4,Male,146,70
4,Female,176,121
5,Female,146,101
5,Male,159,145
5,Male,162,157
4,Female,172,90
5,Female,169,121
0,Male,182,50
2,Female,183,79
2,Male,176,77
4,Female,188,128
2,Female,175,83
4,Male,154,81
5,Female,184,147
4,Male,179,123
5,Male,152,132
1,Male,179,56
5,Female,145,141
2,Female,181,80
5,Male,158,127
3,Female,188,99
5,Male,145,142
5,Male,161,115
3,Male,198,109
5,Male,147,142
5,Male,154,112
2,Female,178,65
5,Male,195,153
3,Female,167,79
4,Male,183,131
5,Female,164,142
2,Male,167,64
2,Female,151,55
5,Female,147,107
5,Female,155,115
4,Female,172,108
5,Female,142,86
4,Male,146,85
4,Female,188,115
4,Male,173,111
5,Female,160,109
2,Male,187,80
4,Male,198,136
5,Female,179,150
2,Female,164,59
5,Female,146,147
0,Female,198,50
1,Female,170,53
5,Male,152,98
5,Female,150,153
4,Female,184,121
5,Female,141,136
5,Male,150,95
5,Male,173,131
